describe_product,price,sold_out,province
เสื้อเชิ้ตผู้ชาย คอปก A07  เผื่อ 1 ไซส์ แขนสั้นแขนยาว หลายแบบหลายลาย สไตล์คลู ทรงหลวมๆ ใส่เท่ส์ M-2XLซื้อ 2 ชิ้น ลด 2%,฿139 - ฿295,ขายแล้ว 918 ชิ้น,จังหวัดปทุมธานี
พลัสไซส์แขนสั้นย้อนยุค💕KSA💕เสื้อยืดคอกลมพิมพ์ลาย สีขาว Oversizs 💕 เสื้อผ้าแฟชั่นผู้ชาย  โอเวอร์ไซส์เกาหลี เสื้อยืดแขน,฿170,,จังหวัดปทุมธานี
"ผ้าฝ้าย 100%BP296 เสื้อยืด HELLO, WORLD! : ภาษา PYTHONS-3XL",฿189,,จังหวัดปทุมธานี
"สกรีนเสื้อ ถุงผ้า DFT ไม่มีขั้นต่ำ ตัวเดียวก็รับ เนื้อผ้า Cotton 100% ผลิตเพียง 2-3 วันเท่านั้น (DFT,DTF) สกรีนเสื้อซื้อ 10 ชิ้น ลด 5%",฿120 - ฿345,ขายแล้ว 4.9พัน ชิ้น,จังหวัดกรุงเทพมหานคร
เสื้อยืดอินเทรนด์FreFel เสื้อ เสื้อแขนสั้น T-Shirts เสื้อยืดชายคอกลมแขน  รุ่น Ts-005โค้ดลด ฿5,฿170,,จังหวัดปทุมธานี
ผ้าฝ้าย 100%BP276 เสื้อยืด หนังสือปกขาว:ทีเด็ดS-3XL,฿189,,จังหวัดปทุมธานี
ผ้าฝ้าย 100%BP276 เสื้อยืด หนังสือปกขาว:ทีเด็ดS-3XL,฿189,,จังหวัดปทุมธานี
Cod กางเกงขายาวลําลอง ทรงหลวม พลัสไซซ์ สําหรับผู้ชาย ไซซ์ M-5XL,฿316฿144,ขายแล้ว 30พัน ชิ้น,ต่างประเทศ
เสื้อยืดอินเทรนด์FreFel เสื้อผ้าแฟชั่นผู้ชาย เสื้อยืดคอกลมแขนสั้น เสื้อ   T-Shirts รุ่น Ts-011โค้ดลด ฿5,฿170,,จังหวัดปทุมธานี
ผ้าฝ้าย 100%BP40 เสื้อยืด 5 Season : SPRINGS-3XL,฿189,,จังหวัดปทุมธานี
"สกรีนเสื้อ ถุงผ้า DFT ไม่มีขั้นต่ำ ตัวเดียวก็รับ เนื้อผ้า Cotton 100% ผลิตเพียง 2-3 วันเท่านั้น (DFT,DTF) สกรีนเสื้อซื้อ 10 ชิ้น ลด 5%",฿120 - ฿345,ขายแล้ว 4.9พัน ชิ้น,จังหวัดกรุงเทพมหานคร
T0794 *ส่งจากไทย* เสื้อยืดคอกลม เสื้อยืดแฟชั่น ใส่ได้ทั้งผู้ชาย-ผู้หญิง ใหม่ล่าสุด 2022,฿25 - ฿48,ขายแล้ว 196 ชิ้น,จังหวัดสมุทรสาคร
��COD M-8XL🔥เสื้อยืดผู้ชายเสื้อยืดโอเวอร์ไซส์ สีดำผู้ชาย ทรงหลวม ท็อปส์ซูพลัสไซส์ผู้ชาย T Shirt,฿118 - ฿138,ขายแล้ว 2.4พัน ชิ้น,ต่างประเทศ
TS MEN เสื้อยืดแขนสั้นผู้ชาย เสื้อยืดคอกลม เสื้อเย็บต่อกันปลอมสองชิ้น (มี3สี)รุ่น 0092ส่วนลด 5%,฿199฿84,ขายแล้ว 1.1พัน ชิ้น,จังหวัดกรุงเทพมหานคร
เสื้อยืดคอกลมแขนสั้น oversize ผู้ชาย Men Short Sleeve T-Shirt(สีขาว สีดำ สีฟ้า)TT42โค้ดลด ฿5,฿85,ขายแล้ว 1.1พัน ชิ้น,จังหวัดกรุงเทพมหานคร
ใส่โค้ด MTPAYMAY4 ลด 50 บาท เสื้อเชิ้ตเกาหลี แขนสั้น ผ้าเรียบ ลื่น นิ่ม เบา ใส่สบาย ไม่รีดก็ใส่ได้,฿115 - ฿175,ขายแล้ว 2.2พัน ชิ้น,จังหวัดนนทบุรี
��COD M-3XL🔥 เสื้อยืดแขนสั้นผู้ชายแฟชั่นเกาหลีเทรนด์ฮิปฮอปฤดูร้อนแขนห้าจุดเสื้อยืดผู้ชาย,฿276฿138,ขายแล้ว 715 ชิ้น,ต่างประเทศ
พร้อมส่ง 🐰 เสื้อยืดเพย์บอย playboy งานสีแจ๋มๆส่วนลด 5%,฿100,ขายแล้ว 38 ชิ้น,จังหวัดปทุมธานี
TS MEN เสื้อยืดคอกลมแขนสั้น oversize ผู้ชาย (สีขาว สีฟ้าอ่อน สีดำ)รุ่น 0061ส่วนลด 5%,฿159฿73,ขายแล้ว 3.9พัน ชิ้น,จังหวัดกรุงเทพมหานคร
��COD M-3XL🔥 เสื้อยืดแขนสั้นแฟชั่นเกาหลีผู้ชายฤดูร้อนเทรนด์ใหม่มีฮู้ดเสื้อยืดตัวหลวม,฿276฿138,ขายแล้ว 578 ชิ้น,ต่างประเทศ
กางเกงขาสั้นสีขาว และ สีดำ ลายไพ่ สามแถบหนังติดดาวโค้ดลด ฿7,฿390,ขายแล้ว 43 ชิ้น,จังหวัดนครพนม
กรอกโค้ด GILY35 ลด 20% จริง l GIANTSHOP เสื้อฮาวาย เสื้อเชิ้ต hawaii หลายสไตล์ 80 แบบ SEASON 1ซื้อ 3 ชิ้น ลด ฿20,฿250฿149,ขายแล้ว 11.8พัน ชิ้น,จังหวัดกรุงเทพมหานคร
เสื้อฮาวาย เสื้อเชิ้ต เชิ๊ตเกาหลี สินค้ามาใหม่ ผ้านิ่ม สไตล์เกาหลีมาแรง พร้อมส่ง Bay4ช้อปเพิ่มคุ้มกว่า,฿250฿139,ขายแล้ว 302 ชิ้น,จังหวัดเชียงใหม่
CC DOUBLE O🕊 เสื้อยืดซีซีดับเบิ้ลโอ งานปัก Cotton100% พร้อมส่ง✔️ (CC - ATH),฿99 - ฿159,ขายแล้ว 825 ชิ้น,จังหวัดนครปฐม
��COD M-3XL🔥 ฤดูร้อนใหม่แขนสั้นเสื้อยืดผู้ชายฮิปฮอปหลวมเสื้อเชิ้ตแฟชั่นผู้ชายเกาหลี,฿296฿148,ขายแล้ว 201 ชิ้น,ต่างประเทศ
รบกวนดูขนาดก่อนสั่งนะคะ 🛑เสื้อยืดผู้ชาย [มี 4 ลายให้เลือก] สไตล์สตรีท สุดเท่ ผ้านิ่ม ใส่สบายส่วนลด 5%,฿129฿75,ขายแล้ว 2พัน ชิ้น,จังหวัดกรุงเทพมหานคร
Suikone เสื้อผ้าแฟชั่นผู้ชาย เสื้อเชิ้ต เสื้อแขนยาวผู้ชาย เสื้อเชิ้ตลำลอง เสื้อเชิ้ตเข้ารูป เสื้อเชิ้ตสีพื้น เสื้อทำงาน สไตล์เกาหลี แฟชั่น เสื้อเชิ้ตชายส่วนลด 10%,฿259฿129,ขายแล้ว 8 ชิ้น,ต่างประเทศ
TS MEN NEW! เสื้อแขนยาว เสื้อหนาว แฟชั่นฮิปฮอป สไตล์เกาหลี รุ่นหลวม สินค้าคุณภาพสูง รุ่นNTC28ส่วนลด 5%,฿158฿115,ขายแล้ว 198 ชิ้น,จังหวัดกรุงเทพมหานคร
TS MEN เสื้อยืดคอกลมแขนสั้น เสื้อยืดoversize เสื้อยืดชาย (สีขาว ดำ)รุ่น 0053ส่วนลด 5%,฿199฿73,ขายแล้ว 15.1พัน ชิ้น,จังหวัดกรุงเทพมหานคร
